"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"f7724",0.292619315836717,9.62593579469465,5.85618544147103,2.83176526733774e-05,0.000208072530404214,2.13404089925415
"f229",-0.280107651900284,7.5549086061267,-5.85604365728776,2.83251244050773e-05,0.000208072530404214,2.13376990589101
"f605",-0.257441350065529,7.37875580523491,-5.85523061915183,2.83680093979874e-05,0.000208230993101681,2.13221588877972
"f6088",-0.259393298293981,8.14143140328673,-5.85064789869642,2.861099746616e-05,0.000209856940874162,2.12345501563491
"f9846",0.230956194544587,9.59372441644902,5.84789092783875,2.87582203996723e-05,0.000210778554617253,2.11818315652176
"f7075",-0.21070818925625,7.46888081844481,-5.84483901286117,2.89221117657379e-05,0.000211820863531679,2.11234616392341
"f906",-0.221352923047391,10.037999680022,-5.84292591415524,2.90253419551798e-05,0.00021241767108772,2.10868662155366
"f5035",0.306153517031015,7.86405214486828,5.8411135166663,2.912349150106e-05,0.000212976431111794,2.10521927404522
"f73",-0.164677485586447,8.84817300856373,-5.82869652734236,2.98052693958394e-05,0.000217702097505228,2.08145261034375
"f4732",0.209210180842247,8.45102815416924,5.82853460392858,2.98142688292727e-05,0.000217702097505228,2.08114255071742
"f5348",0.368261912764222,7.49243911261265,5.82636958399823,2.99348686078684e-05,0.00021841946698945,2.0769965305828
"f4327",0.288901839617366,7.43616989932368,5.82561156984365,2.99772125453477e-05,0.000218460470548637,2.07554478856149
"f7914",0.183685067471382,9.42496505800892,5.8254685489777,2.99852089053964e-05,0.000218460470548637,2.07527086797562
"f2464",-0.230676444389063,8.76223829810747,-5.82193186278226,3.01836531251458e-05,0.000219742392721814,2.06849639638009
"f476",0.415955603824713,10.1536565976635,5.81986266137667,3.03003886266684e-05,0.000220427994700335,2.06453212542417
"f846",0.226341785755455,7.54380205370521,5.81839681403661,3.03833692084817e-05,0.000220867200272966,2.06172345499693
"f7311",-0.329923212093373,9.95680361524485,-5.80914809297301,3.09124054653601e-05,0.000224545874644289,2.0439958694128
"f8443",-0.36488904355987,7.22924874733705,-5.8080165299934,3.09777858536844e-05,0.000224853616486253,2.04182618033888
"f8053",-0.20242173481582,9.18059636854641,-5.80376760829883,3.12245686385053e-05,0.000226476641127095,2.03367771887106
"f1838",0.257812687949132,6.25085944684298,5.80136134929496,3.13652320860073e-05,0.000227328128694578,2.02906203744344
