"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"f3728",0.0731911140015029,8.6991977191833,1.62393327897752,0.124662864163513,0.271865219392305,-5.74551103133192
"f9000",0.0981429935548555,8.92492476053901,1.62379597178631,0.124692357409705,0.271868853357023,-5.74571196032502
"f10122",0.0833995249749098,8.42269474531882,1.62288209268092,0.124888808784844,0.272236426110648,-5.74704898344378
"f7258",-0.0385863241157267,12.3106954860059,-1.6222918343115,0.125015834180653,0.272452531774477,-5.74791226080792
"f616",-0.0590736681995345,8.95248210662683,-1.62189058313443,0.125102247844599,0.272580053845168,-5.74849898078061
"f583",-0.217335034213303,8.37690134879685,-1.62137574839599,0.125213197873601,0.272678984083562,-5.74925163556759
"f9171",-0.0714307036081046,7.49088603962836,-1.62134934513128,0.12521889021004,0.272678984083562,-5.74929023087024
"f7032",-0.0866165481935486,7.43088048517688,-1.62129140723167,0.125231381942983,0.272678984083562,-5.74937492076509
"f7130",-0.0968370694577629,11.115342696615,-1.6209009470616,0.12531559516683,0.272801551867185,-5.74994561460321
"f4978",-0.120594447563468,9.52157526344365,-1.62053710633389,0.1253941108492,0.272911664735283,-5.75047731429042
"f6192",0.0958960483784077,6.25393520160273,1.61985015207672,0.125542468295222,0.273173700499848,-5.75148096701077
"f3426",-0.0576344780028322,8.08562269936421,-1.61939918396958,0.12563994292182,0.273300328330831,-5.75213967620425
"f9619",-0.0950758503788611,7.43580562756927,-1.61932210572126,0.12565660950482,0.273300328330831,-5.75225224802978
"f3163",-0.0998493832753127,7.74891558874494,-1.61898946381893,0.125728558179531,0.273395952239933,-5.75273802397298
"f7545",-0.0971714145886633,10.8603184971503,-1.61866402841762,0.125798982261076,0.273488219112309,-5.75321320759879
"f3199",0.0861142863560769,12.7904629437891,1.61823361000911,0.125892176493993,0.273629936450792,-5.75384157817372
"f2022",-0.0789784057232525,7.1759053385463,-1.61798362931332,0.125946329466235,0.273686752421067,-5.75420647235332
"f111",-0.05542630754627,9.51508691294103,-1.61766948542432,0.126014410298409,0.273720120357677,-5.75466496835336
"f10674",0.0811942825927572,6.57645933793977,1.61765422811927,0.126017717642664,0.273720120357677,-5.75468723493257
"f449",-0.0601352577668486,9.89819985912369,-1.61744773528845,0.126062486649371,0.273756500236575,-5.75498857688744
